[-0.0013270393; -77.074638; 22626.002; 1648.335; 327551.66; 0; 41153.613; 0; 23799.533; 127618.66; 0; 124901.07; -43757.953; -61714.156; 65089.18; 111108.17; 11557.66; 0; 8626.7021; 1083.9946; 31519.281; 80509.188; 1605.0337; 692.24304; -14817.694; -114.31535; -199311.69; -30223.16; -43469.277; -4567.9956; 972.25781; 2030.8107; -4932.0698; 458.41611; 91638.211; -2220.489; -43501.211; 72518.078; -23616.658; -66265.094; 148155.58; 19612.012; -62371.152; -3687.5361; 59758.301; 24536.809; 0; 87168.586; 96663.445; 0]
[-0.0013270393; -852.77075; 23953.242; 1718.7717; 337473.78; 0; 44143.262; 0; 24507.363; 131043.5; 0; 128634.21; -43772.387; -64473.996; 66279.945; 114855.75; 11557.66; 0; 9616.6523; 1129.2495; 33206.297; 83961.164; 1689.3269; -238.44531; -15060.182; -740.16302; -203785.59; -29667.371; -44883.785; -5188.6465; 930.6886; 1907.774; -5125.1099; 361.99863; 95215.461; -2752.8062; -47137.859; 73330.406; -24381.748; -69721.438; 153268.02; 19857.387; -63099.188; -5291.9922; 60492.984; 25211.154; 0; 87539.82; 98171.484; 0]
[-0.0013270393; -68.589355; 22774.494; 1688.1721; 328490; 0; 42169.727; 0; 23984.863; 126689.7; 0; 125639.51; -43467.547; -62147.613; 65166.254; 110982.88; 11552.71; 0; 10748.022; 1477.8531; 31073.57; 81122.328; 2167.9502; 501.71729; -15030.736; -107.38715; -200693.31; -29580.396; -43743.52; -4548.3652; 746.51385; 1985.5558; -4945.5049; 449.1785; 93029.086; -2270.1411; -44025.172; 73515.742; -23621.609; -66796.133; 152186.06; 19925.512; -62401.168; -3791.459; 60208.727; 24402.863; 0; 87876.398; 97157.656; 0]
[-0.0013270393; -67.17514; 22529.836; 1968.7644; 322441.38; 0; 40361.656; 0; 22745.291; 124110.68; 0; 121936.38; -42775.305; -60908.055; 64827.547; 108115.18; 11557.66; 0; 11879.394; 2143.9478; 30526.82; 79236.125; 2920.2375; 259.2301; -14850.604; -96.417496; -200038; -29665.957; -42685.813; -4436.9365; 472.27252; 1977.0706; -4912.978; 358.53452; 92083.688; -2176.6106; -43443.93; 71749.625; -23599.688; -65452.633; 150549.27; 20543.854; -59371.238; -3545.5078; 57336.461; 24008.533; 0; 87116.258; 96435.969; 0]
[-0.0013270393; -2207.5874; 25229.57; 1616.0034; 335168.63; 0; 42115.984; 0; 23272.988; 130042.95; 0; 127219.13; -42897.703; -64107.715; 67822.852; 115886.32; 11512.405; 0; 10748.022; 2000.405; 34765.727; 83468.102; 2480.2966; -2625.2117; -14810.767; -1898.905; -205584.03; -29074.109; -43576.664; -4725.0347; 708.98615; 1926.1588; -5334.4136; 484.39688; 96135.406; -2372.9097; -48243.066; 71117.43; -25032.287; -70761.586; 152038.27; 20628.148; -60358.504; -7173.5767; 58722.391; 24714.055; 0; 85667.398; 97024.289; 0]
[-0.0013270393; -2228.8005; 25837.682; 2233.7681; 338142; 0; 41886.176; 0; 23395.387; 131581; 0; 127968.53; -42934.074; -64284.488; 69132.414; 116934.21; 11518.063; 0; 11030.865; 2189.9097; 34210.313; 82985.438; 2923.1243; -3932.9099; -15059.026; -1997.6318; -210253.64; -31139.568; -43401.727; -4756.2114; 612.5686; 2036.4675; -5325.9282; 652.40582; 99840.648; -2494.1531; -49129.777; 71872.023; -25045.016; -71621.43; 152319.44; 21836.541; -59584.855; -7985.3315; 59466.973; 24460.02; 0; 86939.484; 97721.148; 0]
[-0.0013270393; -2229.5076; 25839.803; 2402.9319; 338697.06; 0; 41428.68; 0; 23227.955; 132977.61; 0; 128246.81; -43106.125; -63984.68; 69362.93; 117173.23; 11518.063; 0; 8909.5449; 2951.4636; 35174.492; 82953.109; 3431.77; -3999.8823; -14349.463; -1995.8999; -211015.17; -33019.055; -43247; -4770.0679; 836.00317; 1981.3131; -5299.0581; 743.0498; 99933.281; -2295.5447; -49236.551; 71162.461; -25059.863; -71584.664; 149146.89; 21624.076; -59398.375; -8202.415; 59408.988; 24345.707; 0; 85936.805; 98069.867; 0]
[-0.0013270393; -2044.9528; 25669.391; 2498.772; 334968.5; 0; 41115.43; 0; 22402.344; 130750.78; 0; 125328.89; -42507.41; -62788.254; 68814.922; 114860.38; 11518.063; 0; 11313.708; 3012.2749; 33818.289; 81486.641; 3644.8123; -3663.2874; -14653.149; -1845.7888; -211317.7; -31943.551; -43098.621; -4533.9316; 269.62256; 2049.1953; -5144.9087; 640.85876; 99634.883; -2345.7742; -47880.32; 71529.078; -24881.674; -70595.422; 151868.52; 23166.18; -58593.543; -7555.2051; 59424.547; 25030.443; 0; 86979.086; 98036.383; 0]
[-0.0013270393; -2066.166; 25740.102; 2782.251; 339860.97; 0; 42760.867; 0; 23809.348; 133370.22; 0; 126817.88; -42249.914; -64370.758; 69028.469; 115763.92; 11518.063; 0; 11030.865; 3085.1069; 34404.297; 82863.039; 3565.7151; -3210.6448; -15009.375; -1855.6038; -212775.5; -32808.34; -43659.227; -4670.7637; 306.573; 2138.2908; -5123.6958; 645.4776; 101008.79; -3014.9231; -48405.699; 72963.219; -24877.43; -71460.914; 154885.75; 24292.014; -59142.031; -7808.0845; 61280.699; 25660.91; 0; 87423.148; 98677.242; 0]
[-0.0013270393; -708.521; 24429.125; 2722.2065; 327783.56; 0; 38616.516; 0; 22273.02; 129359.95; 0; 121274.73; -42371.734; -59676.984; 67725.977; 110340.88; 11518.063; 0; 12020.815; 3184.1018; 31769.852; 77860.875; 3726.7959; -2362.5171; -15221.84; -662.7981; -209560.83; -32198.107; -42383.281; -4337.6323; 333.1311; 2151.0188; -4710.7451; 2385.0339; 97168.492; -2051.9028; -45026.438; 70825.289; -23897.381; -67585.969; 150008.88; 25465.188; -57015.066; -5643.5986; 60578.543; 25439.207; 0; 87124.039; 97106.273; 0]
